case,point,lambda,a0,objective,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22
binomial_a10_flat,99,1.74896769147e-05,-69.523592923,0.360311946912,11.179898717,5.80461090646,0.913729259677,4.95999187236,-4.43925282005,-4.68137414993,-2.74068703113,5.03910608316,2.07861587314,0,-4.48371632704,-0.632891444936,-0.234252876862,-0.0919191507129,-0.320917227006,0.237921533569,0.448563979525,0.153445053434,-0.471265761879,-0.23516833725,0.0207701332385,0.543415665805
binomial_a10_weighted,2,0.159920586352,-1.23131230591,0.621413094639,0,0.0592979755513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
binomial_a10_weighted,12,0.0630759745719,-4.61050644142,0.57919469844,0,0.520199032349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00698593402384,0,0,0,0
binomial_a10_weighted,22,0.0248784641112,-9.20666023621,0.498842314642,0.330498238363,1.13366043693,0,0,0,0,0,0,0,0,-0.165003267404,0,0,0,0,-0.0257775475387,0,-0.02915223231,0,-0.0138536755301,0,0
binomial_a10_weighted,32,0.00981257888967,-12.6627423518,0.451275472101,0.647588778417,1.4640830143,0,0,0,0,0,0.00926520424246,0,0,-0.288232293543,0,0,0,0,-0.0474125925843,0.0128088790599,-0.0423694519232,0,-0.03270653676,0,0
binomial_a10_weighted,42,0.00387028331154,-15.4241113949,0.422583199674,0.809475935089,1.66704531523,0,0,0,0.379664825213,0,0.135693420703,0,0,-1.02239051781,0,0,0,-0.000372083670387,-0.0660272706605,0,-0.0552891518319,0,-0.0455748552731,0,0.10773805967
binomial_a10_weighted,52,0.00152651948891,-36.3420434151,0.384829647228,5.23682228154,1.75963843361,0,0.122218921035,0,0,0,1.84686444636,0,0,-2.28947972815,-0.270950402039,0,-0.00944039294185,0,-0.0754259298076,0.0572679837106,-0.0565198492926,-0.163654154019,-0.044671807695,0,0.289661125409
binomial_a10_weighted,62,0.000602090741801,-57.8112281095,0.360015978656,10.3508069767,1.88310791529,0,0.272579880044,-0.233487230738,-0.167183368948,-0.76682939262,3.29328833468,0,0.295923593389,-3.52695289137,-0.584736730922,0,-0.0178721401147,0,-0.0653970007776,0.0936870230106,0,-0.303211367586,-0.040731608215,-0.0379644428752,0.464928784202
binomial_a10_weighted,72,0.000237476995214,-69.8535265072,0.34191882006,15.9174735118,1.91801785354,1.2514584769,1.44121589008,-1.10278126647,-4.18034114892,-2.73130553053,3.50232199886,1.23601654049,0.71624774707,-4.50863746906,-0.928587343709,0,-0.102290254313,-0.0740039087895,-0.0157875551143,0.409825142096,0.149866155762,-0.330418541471,-0.163730452618,-0.0933611002714,0.621588715434
binomial_a10_weighted,82,9.36658203501e-05,-79.7089072865,0.333247941345,19.028098417,1.94022053333,2.61140401407,2.14374537198,-1.44039787045,-6.41805877796,-3.94830265904,3.52663979104,2.27119475552,0.811943119127,-5.12282761326,-1.11895567955,0,-0.192419113271,-0.119750873923,0,0.586946084166,0.243262847389,-0.335269701736,-0.270678396829,-0.106017473723,0.720315336883
binomial_a10_weighted,92,3.69437296187e-05,-84.7652339155,0.329719526851,20.528116481,1.96054283538,3.35826976318,2.46807512521,-1.75218813532,-7.39632608956,-4.46182361898,3.53013243344,2.74406308848,0.849544358684,-5.41810930131,-1.21036209511,0,-0.241645133727,-0.14075657601,0.0172909468349,0.664837683708,0.282512688935,-0.336737099104,-0.319664757926,-0.111746223648,0.767825356591
binomial_a10_weighted,100,1.75512646099e-05,-87.0372424994,0.328480598958,21.1313761405,2.2040613902,3.53259041891,2.72365371983,-2.07289680455,-7.74432935251,-4.69545552638,3.51928523501,2.92533054078,0.856147300077,-5.53380594202,-1.24689300214,-0.0141758124313,-0.253445646756,-0.157491356126,0.0374153706306,0.692330745613,0.300650905576,-0.335981969952,-0.338042192842,-0.113688141152,0.786480680716
binomial_a05_flat,2,0.290404740711,-0.92155059027,0.637506429034,0,0.0293601427125,0,0,0,0,0,0,0,0,0,0,0.000248762920541,0,0,0,0,0,0,0,0,0
binomial_a05_flat,12,0.1145416138,-2.91680258733,0.599902199602,0,0.232946815791,0,0,0,0,0,0,0,0,-0.0569273756524,0,0.0102096036458,0,0,0,0,-0.00245885087978,0,0,0,0
binomial_a05_flat,22,0.0451775727209,-5.29072557842,0.531206413669,0.219088989842,0.538163843884,0,0,-0.0463347196119,0,-0.077218159291,0,0,0,-0.29204765407,0.00209724058241,0.0227649008699,0,0,-0.012639135923,0,-0.0182519870865,0,0,0,0
binomial_a05_flat,32,0.0178189656077,-8.02174275363,0.487701902154,0.485096629008,0.83610916779,0,0,-0.147501117478,0.0246892215601,-0.0335652274301,0.0154365348665,0,0,-0.455670776157,0.00149319139212,0.0254264307353,0,-0.00475106917937,-0.0220324397159,0.00483443792209,-0.0359137656711,0,0,0,0
binomial_a05_flat,42,0.00702816721226,-11.1359599626,0.461333292582,0.660251838557,1.24061126542,0,0,-0.209716008062,0.0988528476366,0,0.213143180528,0,0.0320453647857,-0.754935665108,0,0.013542341879,-0.0040809959943,-0.0102361464765,-0.0287480359916,0.0116100761589,-0.0525950440578,-0.00758953088351,-0.00147189785982,0,0.0316549349029
binomial_a05_flat,52,0.00277205397053,-17.2017035147,0.435890566185,1.01270564484,1.58317643311,0.0420453242946,0.261585591753,-0.288991800947,0.142936681207,0,1.2027372095,0,0.146553210745,-1.41352637109,-0.0184023177053,0,-0.0148414803341,-0.0241129737775,-0.0307292434995,0.0230184384264,-0.0589889684867,-0.0982102248779,-0.00745543779267,0,0.119942133284
binomial_a05_flat,62,0.00109335520677,-29.8427496993,0.409567465201,2.31094690144,2.01405594075,0.597569504449,0.93018704605,-0.751645460523,0,0.0342917394513,2.38345582469,0.187051811247,0.193328324728,-2.22433333073,-0.0973833269667,-0.0223288142005,-0.056227859748,-0.0623166670166,-0.00186127081069,0.0507072872488,-0.0626110714436,-0.210551234307,-0.0315214332262,0,0.229358381436
binomial_a05_flat,72,0.000431241823165,-44.2958708426,0.388971664739,3.99353390841,2.97084498383,1.12363384611,1.41161188338,-1.27234534512,-0.434190351238,0,3.58785035377,0.378526350028,0.229348605103,-2.98909098036,-0.198398172675,-0.0754471061317,-0.0945430506643,-0.0896895034193,0.0323779685796,0.0997972684249,-0.0591844345377,-0.327669972973,-0.0558071747916,0,0.329563846882
binomial_a05_flat,82,0.000170090661201,-54.9412464392,0.374393802334,6.2256317714,4.01384568258,1.49387918323,2.14030881679,-2.32608017797,-1.56686041877,-0.706487381809,4.44839840676,0.845901993888,0.19610581716,-3.55784326213,-0.333275644055,-0.134568037903,-0.121550783113,-0.136513804444,0.10213668719,0.198336407194,-0.00414530894512,-0.412265913291,-0.106624897553,0.00448951699657,0.407534216997
binomial_a05_flat,92,6.70872616563e-05,-62.1389954442,0.366148933457,8.30476899147,4.81287046189,1.53130744911,2.98902708092,-3.26364517316,-2.79572281355,-1.39676197176,4.86296610061,1.35328972546,0.109198596252,-3.95912294674,-0.458770712959,-0.179059790282,-0.126916431876,-0.191934242823,0.162654430828,0.299391903733,0.049301326393,-0.453568401575,-0.160379261748,0.0132982996971,0.464989939727
binomial_a05_flat,100,3.18718844424e-05,-65.7425223614,0.362716127831,9.60002158485,5.25939492464,1.36746755112,3.76975841556,-3.79644750556,-3.62784687146,-1.98994921708,4.98515890292,1.70050791417,0.051012262566,-4.1936955096,-0.537108530481,-0.204058492851,-0.118415396086,-0.243155442062,0.196794538237,0.365778451046,0.0953461623184,-0.465711571091,-0.196414865753,0.0181526705054,0.500001773801
binomial_a05_weighted,2,0.319841172705,-1.0274234181,0.619408998908,0,0.0234833456045,0,0,0,0,0,0,0,0,0,0,0.00120565726625,0,0,0,0,0,0,0,0,0
binomial_a05_weighted,12,0.126151949144,-3.15383669977,0.577717235211,0,0.21339762344,0,0,0,0,0,0,0,0,0,0,0.01218417674,0,0,0,0,-0.0016913429118,0,0,0,0
binomial_a05_weighted,22,0.0497569282223,-5.61537558502,0.50826610915,0.226400346656,0.490019957175,0,0,0,0,-0.107750936351,0,0,0,-0.134483403595,0.00244869535917,0.0262597125543,0,0,-0.0155729192137,0,-0.0170129295196,0,-0.00909724992448,0,0
binomial_a05_weighted,32,0.0196251577793,-8.69435409939,0.461254293989,0.50601059903,0.75152947443,0,0,-0.0483970796238,0.0859961545812,-0.0963693330911,0,-0.0135475337128,0,-0.259753554069,0.00315432898338,0.032706417789,0,-0.000953778039688,-0.032361480279,0.00433245056286,-0.031096204623,0,-0.0251588669535,0,0
binomial_a05_weighted,42,0.00774056662307,-12.2064484736,0.431904169738,0.714316658736,1.05557004595,0.00626074412082,0,-0.00747920103135,0.193011135342,0,0.14099576165,0,0,-0.569270293168,0,0.0289227802065,0,-0.00401928086279,-0.0525262994246,0.0102296666431,-0.0512967231358,0,-0.0421150240781,0,0.0399190213044
binomial_a05_weighted,52,0.00305303897782,-17.4151793626,0.410808106173,1.09994251465,1.47923071084,0,0.0631155086992,0,0.270749731732,0,0.835484937263,0,0,-1.14392961656,-0.0185018001484,0.0101220673039,-0.000807899942951,-0.00509802964172,-0.0665153122607,0.01689801423,-0.0573556357113,-0.063615412773,-0.0470800277148,0,0.12514072818
binomial_a05_weighted,62,0.0012041814836,-28.9251094586,0.387774309961,2.70801408067,1.71410231366,0.142491683231,0.703807995353,0,0,0,1.82804995058,0,0.0603148692877,-1.91313048391,-0.116870511471,0,-0.0179708764173,-0.0390848869933,-0.073806435934,0.0523903362352,-0.059282596093,-0.159107681873,-0.0477324134542,0,0.2342948312
binomial_a05_weighted,72,0.000474953990428,-42.8977626519,0.368491391664,5.19268689243,1.77451411587,0.475306893194,1.30286395631,0,-0.337722969133,-0.386907457116,2.8407281661,0.0140846107233,0.25116078023,-2.7440660495,-0.268934385691,0,-0.0452344437496,-0.0715767739415,-0.0769267372255,0.0927978021299,-0.0297224356888,-0.25775448531,-0.047493021631,-0.0202262984667,0.350406230309
binomial_a05_weighted,82,0.0001873316407,-54.1769809025,0.352106666656,8.67534310031,1.82442255227,0.857305875338,1.87308474184,0,-2.23834935732,-1.31985314564,3.4805226146,0.543103703358,0.505147778629,-3.52782205206,-0.48347382745,0,-0.0742688109702,-0.104807828397,-0.0805968440086,0.248364932828,0.0416972240873,-0.32252535913,-0.100405767749,-0.0519294478269,0.465985603088
binomial_a05_weighted,92,7.38874592374e-05,-64.8091701949,0.340029321956,12.8453150001,1.86007793476,1.40209982866,2.47446345374,-0.391713699627,-4.29830118055,-2.70367342121,3.71245014379,1.34547504401,0.657890181288,-4.25690157883,-0.740098498773,0,-0.112185588644,-0.142844524839,-0.0596762333747,0.414006634438,0.148735554828,-0.347910163119,-0.180442710027,-0.0755225420028,0.579716808091
binomial_a05_weighted,100,3.51025292197e-05,-73.0684708335,0.334020324571,15.9795051326,1.9701773481,2.05308066401,2.76465643465,-0.998554917409,-5.64732187103,-3.56897716511,3.70528318413,1.95481311971,0.740773550666,-4.75963801357,-0.932149600998,-0.00446070292679,-0.155698794174,-0.16132803905,-0.0241420350461,0.522860212772,0.215202919588,-0.349630523937,-0.241226005681,-0.0906021781857,0.660105351693
binomial_a00_flat,2,145.202370356,-0.70551928203,0.638849352459,0.000597511847052,0.000898042371025,0.000305934058476,0.000206159304802,7.81250776993e-05,0.000391374169927,-5.48127870769e-05,0.000269533156658,0.000278673269317,0.000138413672495,-0.000106961774566,3.61789935311e-05,5.62571103966e-05,1.68283802156e-05,1.08073897123e-05,2.52334991246e-06,3.02017341331e-05,-5.52260345083e-06,1.75727064919e-05,2.92988174182e-05,1.19855239735e-05,-1.03283171635e-05
binomial_a00_flat,12,57.2708069002,-0.750907462968,0.638090316794,0.00149086486276,0.00225194609763,0.000751632769338,0.00050013276744,0.000176052820305,0.000966970602087,-0.000159607383719,0.000660580186001,0.000683461888287,0.000327077308799,-0.000288232701525,9.01980423188e-05,0.000141027089227,4.10984986626e-05,2.59011888744e-05,4.87641383322e-06,7.4623197812e-05,-1.56330214792e-05,4.24265814376e-05,7.16649654744e-05,2.72641204653e-05,-2.88148293981e-05
binomial_a00_flat,22,22.5887863605,-0.855108135829,0.636303303774,0.0036417114896,0.00556555557634,0.00176862857268,0.00113960458892,0.000321121922658,0.00230683587362,-0.000521507783329,0.00154507013646,0.00160118854766,0.000694173609697,-0.000826962818094,0.000219893890058,0.000348277968638,9.52594312573e-05,5.71314813841e-05,3.71619945527e-06,0.000178038866721,-4.88807574476e-05,9.54546861604e-05,0.000166752248942,5.14481164728e-05,-8.78755400989e-05
binomial_a00_flat,32,8.90948280383,-1.06757852847,0.632390353357,0.00854205102658,0.0133807994128,0.00381185688318,0.00226293474916,0.000205155934958,0.00513301156685,-0.00188313505332,0.00328454601354,0.00341394383293,0.00111030695809,-0.00255457123445,0.00051349087478,0.000835928420938,0.000197701000274,0.000103209964091,-3.25688168081e-05,0.000396184338874,-0.000168421136441,0.000182932162031,0.000349383498798,4.56602725592e-05,-0.000293104527544
binomial_a00_flat,42,3.51408360613,-1.42690204966,0.624466396739,0.018932596325,0.0309395819387,0.00715031345425,0.00343548385995,-0.00169676044473,0.0102846001677,-0.00673033312854,0.00600879669678,0.00624313273997,0.000525812110775,-0.00803833830778,0.00112794116577,0.00192655411545,0.000338018520223,0.000108925389799,-0.000234546651732,0.000793565195927,-0.00058305315492,0.000247612867375,0.000610987964038,-0.000179808259186,-0.00097955367804
binomial_a00_flat,52,1.38602698527,-1.94125103358,0.60909138882,0.039796810747,0.0685991404688,0.0116007503525,0.00307336030257,-0.00952948461011,0.0186052990394,-0.0209195133269,0.00963584405779,0.00958919528932,-0.00350267141514,-0.023215464355,0.00233450290113,0.00424814444067,0.000439463617391,-9.42412188271e-05,-0.000944124103207,0.00143366078052,-0.00179213472825,0.000111089263015,0.000836298488959,-0.00104968501621,-0.00287954426432
binomial_a00_flat,62,0.546677603383,-2.66305076663,0.581834329743,0.0791061562237,0.143243577756,0.0172172623535,-0.000784350749673,-0.0305128172241,0.0313601454241,-0.052886868279,0.0162412123404,0.0128405320879,-0.0121150175929,-0.0573057654779,0.00452083840125,0.00878650724071,0.000371888933214,-0.000776241821845,-0.00275674981158,0.00240867764624,-0.00457657716024,-0.00043031445981,0.000806516341744,-0.0028450342124,-0.00681165612338
binomial_a00_flat,72,0.215620911582,-3.68738814763,0.5441395779,0.14268438949,0.267807122555,0.0245304041542,-0.00839740186166,-0.0722780708243,0.0495240399251,-0.105878785676,0.0342942949394,0.0156768445801,-0.0187924437009,-0.118777422177,0.00775238351697,0.0161031532893,-8.77216902077e-05,-0.00224330553603,-0.0063117794537,0.00377920135171,-0.00955255671463,-0.00145133821601,0.000118490184376,-0.00470494065445,-0.0122344554819
binomial_a00_flat,82,0.0850453306005,-5.02615190143,0.50715428225,0.22755705361,0.432775143992,0.0349198094785,-0.015032650312,-0.134693030818,0.0740672618334,-0.166611861859,0.079371080777,0.020041997618,-0.00999862514607,-0.214122519172,0.0110853181672,0.0248696949636,-0.00141130250472,-0.00480825208699,-0.0116968983848,0.00560426135163,-0.0166691850956,-0.00335802141573,-0.00183761656236,-0.00455340819938,-0.0155241783983
binomial_a00_flat,92,0.0335436308281,-6.73754009036,0.479626498566,0.332285683494,0.616535530837,0.0552499841377,-0.00398733586969,-0.204424180854,0.106355845067,-0.205024248364,0.173119739788,0.0348422766901,0.0188855332303,-0.36208156356,0.0126052803368,0.0319716635079,-0.00449644064758,-0.00881135116061,-0.018101114777,0.00809918693489,-0.0257823031137,-0.00828833808058,-0.00574898459651,-0.00142279268261,-0.00988381784556
binomial_a00_flat,100,0.0159359422212,-8.66178299475,0.463703392911,0.443642010363,0.775240910003,0.0918430750725,0.0421802919205,-0.253176616935,0.134789367534,-0.191531123377,0.308349897857,0.0651382793522,0.0491736354027,-0.548384099754,0.0106214146562,0.0339711826769,-0.00926310982964,-0.0134689235068,-0.0230303032936,0.0107802517252,-0.0348897713563,-0.0177560225549,-0.0110698295659,0.00203928392286,0.00751696543943
binomial_a00_weighted,2,159.920586352,-0.806351874962,0.623448215321,0.000681251204067,0.000891077240624,0.000424583179286,0.000210153409777,0.000152489530116,0.000534070756621,-3.87218886356e-05,0.000214438532475,0.000187935335616,0.000244544930905,4.88093169099e-05,4.17321613482e-05,5.8240184059e-05,2.56529465408e-05,1.0978057492e-05,5.87212572553e-06,4.07273253938e-05,-4.57322408251e-06,1.24849457874e-05,1.77129561394e-05,2.68057025125e-05,1.50197662349e-05
binomial_a00_weighted,12,63.0759745719,-0.858869496955,0.622507860196,0.00170100108069,0.00223410176573,0.00105169739951,0.000510125996415,0.000363381415697,0.00132670475215,-0.000118260642483,0.000521143848245,0.000451886908708,0.000593946185545,0.000104950329595,0.000104120581838,0.000146016090004,6.33984994366e-05,2.632727967e-05,1.3284807712e-05,0.00010113957784,-1.31892148944e-05,2.95454556048e-05,4.21056828628e-05,6.45156488166e-05,3.51491534019e-05
binomial_a00_weighted,22,24.8784641112,-0.980674914951,0.620304376208,0.0041600736992,0.00551752608295,0.0025228399688,0.00116249222853,0.000787043672576,0.00320462777677,-0.000415172713723,0.00119159559141,0.00100376788658,0.00135549099725,0.000157678265762,0.000254168021111,0.0003605877138,0.000151226790336,5.8062386965e-05,2.44203128446e-05,0.000244101783541,-4.26009310885e-05,6.27733275494e-05,9.05759295152e-05,0.000143685639543,7.2206202046e-05
binomial_a00_weighted,32,9.81257888967,-1.23367791934,0.61555846114,0.00976518467826,0.0132280482435,0.00566801914079,0.00229254729481,0.00132016067556,0.00731209550983,-0.00162233246479,0.00237642779418,0.00183390325258,0.00268353617929,-0.000142324978387,0.000594038744844,0.000864283469032,0.000335189241083,0.000103756747754,1.53824593149e-05,0.000555863435751,-0.00015332262824,9.88516155598e-05,0.000148597415564,0.000264769246427,9.85065793615e-05
binomial_a00_weighted,42,3.87028331154,-1.67015861339,0.606358649339,0.0215652141892,0.0303340891454,0.0114803373063,0.00331619751253,0.000733724459109,0.0152522746486,-0.00619494449406,0.00361963571574,0.00192997823906,0.00392561012833,-0.0024201854598,0.00130016007545,0.00198048259631,0.000658878383426,9.78403265389e-05,-0.000140192237148,0.00115431880358,-0.000554650605803,2.64572012557e-05,6.73170947334e-05,0.000292576226455,-7.05991292488e-05
binomial_a00_weighted,52,1.52651948891,-2.29087073994,0.589578649272,0.0448502525772,0.0662601303135,0.0208862142035,0.00215855998432,-0.0049747165772,0.0288809008425,-0.0200907134075,0.0036030297495,-0.00197726897422,0.00269962086159,-0.0111717384785,0.00266246057279,0.00431833622452,0.00113271351261,-0.000159890130238,-0.000814024591689,0.00216790144992,-0.00175655804917,-0.000441047524368,-0.000601963822655,-0.000191852510368,-0.000947766052862
binomial_a00_weighted,62,0.602090741801,-3.12506923781,0.560902580019,0.0882095594396,0.136242086581,0.0353286054848,-0.00332139910717,-0.0233588708258,0.0501906358639,-0.0516504212235,0.00365134859654,-0.0148564790531,-0.003563020428,-0.0340700735231,0.00510949196692,0.00884258316331,0.00175299980682,-0.000938036067463,-0.00271193604851,0.00371925104183,-0.00451335584826,-0.00153072380293,-0.00256753547108,-0.00167667951842,-0.00316500027175
binomial_a00_weighted,72,0.237476995214,-4.27205758412,0.521354900067,0.158321204258,0.252638837491,0.0557580482893,-0.0113497839661,-0.0630647694108,0.0789779958209,-0.103845917978,0.0148353613278,-0.0400591792749,-0.0130356741139,-0.078637722911,0.00876454431269,0.0162214739127,0.00241084384121,-0.00234716331464,-0.00670835293762,0.00572440350909,-0.00930543719103,-0.0029111625207,-0.00645117407321,-0.00398021464161,-0.0062543284759
binomial_a00_weighted,82,0.0936658203501,-5.7448647354,0.481885529404,0.250801143637,0.408890990302,0.0797960020378,-0.0140540009125,-0.124912786241,0.11372420862,-0.165663027574,0.0566468089014,-0.0746478373892,-0.0174790231427,-0.149422020748,0.012557488781,0.02554407687,0.00259571354012,-0.00432752984506,-0.0132665476644,0.00791168100767,-0.0159329444868,-0.00426519349328,-0.0124337689959,-0.00588460259843,-0.00692222511037
binomial_a00_weighted,92,0.0369437296187,-7.5365405045,0.45209020339,0.361544203395,0.585048837003,0.105166693005,0.00306719301628,-0.19326802898,0.157143982142,-0.212826092269,0.148022404244,-0.105916328357,-0.00878838020455,-0.261047012219,0.0142167473795,0.0342881200428,0.0013132048411,-0.00701305347747,-0.0221990894601,0.0102487741339,-0.0240636453131,-0.00726857871973,-0.0202103999605,-0.00625952397432,0.000866584596579
binomial_a00_weighted,100,0.0175512646099,-9.40510834259,0.435413427534,0.479010957603,0.73164238727,0.131376319042,0.0484836419781,-0.230542674849,0.198571839464,-0.217029909828,0.273043063876,-0.114103116762,0.00813095089626,-0.408511826991,0.0119115630271,0.0386842604545,-0.00161257466569,-0.010105435236,-0.0308583361982,0.0122028684599,-0.0317761194257,-0.0140379522375,-0.0274065369572,-0.0056756917711,0.0186175389008
