series,grain,tz,year_start,partial,stat,n_unit,n_bin,first_bin,last_bin,n_partial,first_unit,last_unit,digest
offset,astronomical,UTC,09-01,keep,mean_daily_min,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,3b5af5fe31373988a3064cd518a95816
offset,astronomical,UTC,09-01,keep,mean_daily_max,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,c6053473888aeab537191e133cd1152a
offset,astronomical,UTC,09-01,keep,min+mean+max,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,4c22d41652231461921283b9179c1e01
offset,astronomical,UTC,09-01,keep,mean_daily_min+mean+mean_daily_max,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,1b1e417d930883f4d93f92d240cb9789
offset,astronomical,UTC,09-01,keep,cold_day+mean+warm_day,2,3,2021-10-17T00:00:00Z,2022-03-20T00:00:00Z,1,p01,p02,b7cfd742976f8fe5bedb2d8ad8c2749f
aligned,native,Europe/Vienna,09-01,keep,mean,3,9599,2021-09-01T00:00:00Z,2022-10-05T23:00:00Z,0,p01,p03,6b296e8835e0c21cf2b0d0cbc18da6b7
aligned,halfday,Europe/Vienna,09-01,keep,mean,3,801,2021-08-31T22:00:00Z,2022-10-05T22:00:00Z,2,p01,p03,b3173de98e63b1743018b2d3a1e91698
aligned,day,Europe/Vienna,09-01,keep,mean,3,401,2021-08-31T22:00:00Z,2022-10-05T22:00:00Z,2,p01,p03,35038fb66d1707570ff9c93ed425fa04
aligned,week,Europe/Vienna,09-01,keep,mean,3,58,2021-08-29T22:00:00Z,2022-10-02T22:00:00Z,2,p01,p03,4a7c098fb2f6e9348d7a3610cdd063fb
aligned,month,Europe/Vienna,09-01,keep,mean,3,14,2021-08-31T22:00:00Z,2022-09-30T22:00:00Z,2,p01,p03,eedeebbe3038837b3b7597e0b9f0c7db
aligned,season,Europe/Vienna,09-01,keep,mean,3,5,2021-08-31T22:00:00Z,2022-08-31T22:00:00Z,2,p01,p03,fdc2a837bfda7df8876c3d8daba5988e
aligned,year,Europe/Vienna,09-01,keep,mean,3,2,2021-08-31T22:00:00Z,2022-08-31T22:00:00Z,2,p01,p03,e4414b3a83e42d7f861dfa8b1768d451
aligned,week,Europe/Vienna,09-01,keep,cold_day+mean+warm_day,3,58,2021-08-29T22:00:00Z,2022-10-02T22:00:00Z,2,p01,p03,34f078831b1d92a65b9c5025ff0a3ac9
aligned,week,Europe/Vienna,09-01,keep,mean_daily_min+mean+mean_daily_max,3,58,2021-08-29T22:00:00Z,2022-10-02T22:00:00Z,2,p01,p03,21c93a829dacdd484fbf8a9e6612d944
aligned,day,Europe/Vienna,09-01,keep,min+mean+max,3,401,2021-08-31T22:00:00Z,2022-10-05T22:00:00Z,2,p01,p03,63c65ebd7a56cc2036b80a17789645c0
zoned,day,UTC,09-01,keep,mean,2,10,2018-11-01T00:00:00Z,2018-11-10T00:00:00Z,0,p01,p02,abed9ee8b3039ef5a4384bd03a4b58af
zoned,native,America/Sao_Paulo,09-01,keep,mean,2,240,2018-11-01T00:00:00Z,2018-11-10T23:00:00Z,0,p01,p02,b990f1c1390e17838e9747ab91230418
zoned,halfday,America/Sao_Paulo,09-01,keep,mean,2,21,2018-10-31T15:00:00Z,2018-11-10T14:00:00Z,2,p01,p02,21ab61ef871009a612f10571031b7e35
zoned,day,America/Sao_Paulo,09-01,keep,mean,2,11,2018-10-31T03:00:00Z,2018-11-10T02:00:00Z,2,p01,p02,093266d81c9e1e960e01503e4df11427
zoned,week,America/Sao_Paulo,09-01,keep,mean,2,2,2018-10-29T03:00:00Z,2018-11-05T02:00:00Z,2,p01,p02,01928bcd3bf0e095838c51af0598972a
zoned,day,America/Sao_Paulo,09-01,keep,min+mean+max,2,11,2018-10-31T03:00:00Z,2018-11-10T02:00:00Z,2,p01,p02,b407c7b9c0a1f8c5058d94617fd3fe3d
zoned,day,America/Sao_Paulo,09-01,keep,cold_day+mean+warm_day,2,11,2018-10-31T03:00:00Z,2018-11-10T02:00:00Z,2,p01,p02,67ce5fa3e33c185b78c4ff9f6a8a21c5
zoned,day,America/Sao_Paulo,09-01,keep,mean_daily_min+mean+mean_daily_max,2,11,2018-10-31T03:00:00Z,2018-11-10T02:00:00Z,2,p01,p02,b407c7b9c0a1f8c5058d94617fd3fe3d
zoned,year,America/Sao_Paulo,11-04,keep,mean,2,2,2017-11-04T02:00:00Z,2018-11-04T03:00:00Z,2,p01,p02,07413087a9c6e7f16cd95d3d861e4b3b
order,day,UTC,09-01,keep,mean,5,30,2021-09-01T00:00:00Z,2021-09-30T00:00:00Z,0,A1,a1,576aa71b7d22d64badc5261d44e0f722
order,week,UTC,09-01,keep,mean,5,5,2021-08-30T00:00:00Z,2021-09-27T00:00:00Z,2,A1,a1,8e28cd601d640fcdb5b2cfc814df7c00
order,month,UTC,09-01,keep,mean,5,1,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,0,A1,a1,7934a9a79cfd977d7d26cc8c60cd1357
order,day,UTC,09-01,keep,cold_day+mean+warm_day,5,30,2021-09-01T00:00:00Z,2021-09-30T00:00:00Z,0,A1,a1,90e04985add9ea8bf6b66cab34d32eb2
